guide	gene	DMSO_D12	DMSO_D6	D0_D0	Resveratrol_D12
chr16:2764212-2764231_PRSS27_+	PRSS27	755	401	696	127
chr16:2763529-2763548_PRSS27_-	PRSS27	959	1121	993	710
chr16:2762778-2762797_PRSS27_+	PRSS27	246	858	1028	1349
chr16:2835872-2835891_PRSS33_-	PRSS33	1366	931	1720	787
chr16:2835499-2835518_PRSS33_+	PRSS33	1979	1353	432	387
chr16:2835147-2835166_PRSS33_+	PRSS33	2153	2125	668	1774
chr16:2834653-2834672_PRSS33_+	PRSS33	760	1115	855	281
chr6:84233596-84233615_PRSS35_+	PRSS35	325	519	424	1234
chr6:84233644-84233663_PRSS35_-	PRSS35	589	796	647	15
chr6:84233918-84233937_PRSS35_-	PRSS35	3204	1752	961	758
chr6:84233922-84233941_PRSS35_+	PRSS35	257	362	379	9
chr16:31161312-31161331_PRSS36_+	PRSS36	357	618	144	884
chr16:31160469-31160488_PRSS36_-	PRSS36	1434	1694	1849	1131
chr16:31159789-31159808_PRSS36_+	PRSS36	1255	1629	858	1108
chr16:31157197-31157216_PRSS36_+	PRSS36	446	979	1092	261
chr7:141539178-141539197_PRSS37_+	PRSS37	1700	1468	740	1028
chr7:141537783-141537802_PRSS37_+	PRSS37	1282	1376	894	605
chr7:141536993-141537012_PRSS37_+	PRSS37	1511	1278	749	1585
chr7:141536306-141536325_PRSS37_+	PRSS37	249	469	861	1896
chr1:228003543-228003562_PRSS38_+	PRSS38	1027	1101	920	758
chr1:228003880-228003899_PRSS38_+	PRSS38	205	415	492	570
chr1:228005038-228005057_PRSS38_-	PRSS38	1272	1709	1598	522
chr1:228033753-228033772_PRSS38_-	PRSS38	760	670	844	102
chr9:33797917-33797936_PRSS3_+	PRSS3	388	459	283	0
chr9:33798532-33798551_PRSS3_-	PRSS3	103	146	269	77
chr9:33798616-33798635_PRSS3_-	PRSS3	136	594	660	961
chr9:33799088-33799107_PRSS3_-	PRSS3	1730	1487	1223	911
chr3:46875537-46875556_PRSS42_+	PRSS42P	516	1125	534	134
chr3:46875122-46875141_PRSS42_-	PRSS42P	25	219	91	100
chr3:46874587-46874606_PRSS42_+	PRSS42P	3357	2404	1045	2019
chr3:46873428-46873447_PRSS42_-	PRSS42P	431	1039	1194	1190
chr3:46786116-46786135_PRSS45_+	PRSS45P	2763	2837	715	1195
chr3:46786228-46786247_PRSS45_-	PRSS45P	1801	1439	1377	2704
chr3:46785614-46785633_PRSS45_-	PRSS45P	366	471	467	576
chr3:46783975-46783994_PRSS45_+	PRSS45P	914	1107	433	1319
chr3:46775695-46775714_PRSS46_+	PRSS46P	892	986	962	907
chr3:46775708-46775727_PRSS46_+	PRSS46P	1988	2098	1790	4994
chr3:46775154-46775173_PRSS46_+	PRSS46P	235	415	638	2820
chr3:46775199-46775218_PRSS46_+	PRSS46P	449	662	770	680
chr4:152198334-152198353_PRSS48_-	PRSS48	474	390	280	706
chr4:152201065-152201084_PRSS48_-	PRSS48	1245	1108	602	901
chr4:152203473-152203492_PRSS48_-	PRSS48	391	571	1037	239
chr4:152204350-152204369_PRSS48_-	PRSS48	809	791	720	140
chr3:46759057-46759076_PRSS50_+	PRSS50	1483	1220	1085	806
chr3:46757126-46757145_PRSS50_-	PRSS50	739	1093	783	513
chr3:46755910-46755929_PRSS50_+	PRSS50	612	678	634	838
chr3:46754420-46754439_PRSS50_-	PRSS50	2271	1224	992	1138
chr16:31100075-31100094_PRSS53_-	PRSS53	1102	1603	1131	1434
chr16:31098149-31098168_PRSS53_-	PRSS53	214	291	159	173
chr16:31097494-31097513_PRSS53_-	PRSS53	950	1230	564	233
chr16:31096503-31096522_PRSS53_-	PRSS53	1164	868	1100	382
chr16:58327619-58327638_PRSS54_+	PRSS54	1255	1402	1267	853
chr16:58327700-58327719_PRSS54_+	PRSS54	556	535	853	429
chr16:58324963-58324982_PRSS54_-	PRSS54	1870	1921	1439	3351
chr16:58324964-58324983_PRSS54_-	PRSS54	2018	1998	1023	2296
chr8:10387053-10387072_PRSS55_+	PRSS55	281	402	433	116
chr8:10387152-10387171_PRSS55_-	PRSS55	972	880	610	2002
chr8:10396089-10396108_PRSS55_-	PRSS55	2475	1605	364	1057
chr8:10396130-10396149_PRSS55_+	PRSS55	286	969	555	1755
chr2:233385361-233385380_PRSS56_-	PRSS56	1599	1433	1455	966
chr2:233386064-233386083_PRSS56_+	PRSS56	868	1662	1650	1208
chr2:233386779-233386798_PRSS56_+	PRSS56	646	1020	738	768
chr2:233387243-233387262_PRSS56_+	PRSS56	1674	2068	975	2192
chr19:695362-695381_PRSS57_+	PRSS57	230	238	150	388
chr19:694797-694816_PRSS57_+	PRSS57	163	302	204	446
chr19:691977-691996_PRSS57_+	PRSS57	846	775	714	206
chr19:686966-686985_PRSS57_+	PRSS57	1644	1994	1280	1431
chr7:141955370-141955389_PRSS58_+	PRSS58	1030	1113	795	692
chr7:141955018-141955037_PRSS58_+	PRSS58	3004	2344	1311	2388
chr7:141952359-141952378_PRSS58_+	PRSS58	1438	1429	963	589
chr7:141952155-141952174_PRSS58_+	PRSS58	303	625	900	904
chr16:31144601-31144620_PRSS8_-	PRSS8	2079	1911	1312	2089
chr16:31144126-31144145_PRSS8_+	PRSS8	146	457	90	248
chr16:31143821-31143840_PRSS8_-	PRSS8	2973	2762	2216	2137
chr16:31143390-31143409_PRSS8_+	PRSS8	549	701	402	491
chr10:25241467-25241486_PRTFDC1_-	PRTFDC1	765	955	567	193
chr10:25231298-25231317_PRTFDC1_+	PRTFDC1	740	1804	997	1233
chr10:25160958-25160977_PRTFDC1_-	PRTFDC1	361	332	379	129
chr10:25160960-25160979_PRTFDC1_+	PRTFDC1	1472	1067	860	3083
chr15:56035023-56035042_PRTG_+	PRTG	1048	1335	900	844
chr15:55976094-55976113_PRTG_-	PRTG	932	1548	1766	1032
chr15:55972708-55972727_PRTG_+	PRTG	1013	1431	1040	491
chr15:55972329-55972348_PRTG_-	PRTG	263	204	653	684
chr19:841037-841056_PRTN3_-	PRTN3	371	768	648	818
chr19:843550-843569_PRTN3_+	PRTN3	2088	1862	1190	1735
chr19:843950-843969_PRTN3_+	PRTN3	722	1109	1304	1456
chr19:846287-846306_PRTN3_+	PRTN3	1872	1501	789	1285
chr9:79469103-79469122_PRUNE2_-	PRUNE2	1047	1063	675	1031
chr9:79465569-79465588_PRUNE2_-	PRUNE2	251	743	892	722
chr9:79461510-79461529_PRUNE2_+	PRUNE2	495	959	747	1118
chr9:79441499-79441518_PRUNE2_-	PRUNE2	339	759	711	1056
chr1:150991003-150991022_PRUNE_-	PRUNE1	434	274	912	53
chr1:150997206-150997225_PRUNE_+	PRUNE1	1708	1444	1574	863
chr1:151001285-151001304_PRUNE_-	PRUNE1	606	688	746	136
chr1:151006620-151006639_PRUNE_+	PRUNE1	985	930	549	1396
chr19:40909620-40909639_PRX_+	PRX	1178	1068	449	695
chr19:40909690-40909709_PRX_-	PRX	1172	1091	756	842
chr19:40904469-40904488_PRX_+	PRX	768	1204	1492	922
chr19:40904548-40904567_PRX_-	PRX	1461	1372	564	64
chr4:7435521-7435540_PSAPL1_+	PSAPL1	130	280	614	174
chr4:7435548-7435567_PSAPL1_+	PSAPL1	499	781	950	1134
chr4:7435589-7435608_PSAPL1_-	PSAPL1	478	885	633	1964
chr4:7436415-7436434_PSAPL1_+	PSAPL1	1084	1159	831	841
chr10:73594176-73594195_PSAP_-	PSAP	379	294	563	722
chr10:73588780-73588799_PSAP_+	PSAP	318	254	482	322
chr10:73587793-73587812_PSAP_-	PSAP	641	731	628	1372
chr10:73581636-73581655_PSAP_+	PSAP	2021	1617	1429	3288
chr9:80921272-80921291_PSAT1_-	PSAT1	1487	1530	1048	1176
chr9:80921369-80921388_PSAT1_+	PSAT1	959	929	770	1210
chr9:80923385-80923404_PSAT1_-	PSAT1	463	794	950	1376
chr9:80932645-80932664_PSAT1_-	PSAT1	190	440	583	131
chr8:143762754-143762773_PSCA_-	PSCA	504	986	503	1436
chr8:143762770-143762789_PSCA_+	PSCA	1056	1259	583	754
chr8:143762782-143762801_PSCA_+	PSCA	836	883	900	612
chr8:143763394-143763413_PSCA_+	PSCA	327	717	425	587
chr5:139189027-139189046_PSD2_-	PSD2	959	1606	1644	1516
chr5:139193085-139193104_PSD2_+	PSD2	1523	1802	1472	1249
chr5:139193917-139193936_PSD2_-	PSD2	827	1004	620	1144
chr5:139197092-139197111_PSD2_-	PSD2	612	745	761	1103
chr8:18729758-18729777_PSD3_-	PSD3	555	510	335	188
chr8:18725483-18725502_PSD3_+	PSD3	592	708	512	892
chr8:18622973-18622992_PSD3_-	PSD3	782	1232	845	1392
chr8:18432726-18432745_PSD3_-	PSD3	1613	1368	883	1169
chr2:113940309-113940328_PSD4_-	PSD4	615	764	659	632
chr2:113940333-113940352_PSD4_+	PSD4	2877	2235	800	2166
chr2:113942572-113942591_PSD4_+	PSD4	1437	1893	931	985
chr2:113942990-113943009_PSD4_-	PSD4	397	726	729	1123
chr10:104176180-104176199_PSD_+	PSD	1060	1191	885	857
chr10:104175837-104175856_PSD_+	PSD	553	709	409	190
chr10:104174690-104174709_PSD_+	PSD	1388	1322	910	1189
chr10:104173786-104173805_PSD_+	PSD	422	319	290	557
chr14:73637555-73637574_PSEN1_-	PSEN1	914	876	631	404
chr14:73640382-73640401_PSEN1_-	PSEN1	824	1111	844	609
chr14:73659487-73659506_PSEN1_+	PSEN1	386	683	687	1506
chr14:73678644-73678663_PSEN1_-	PSEN1	178	583	610	1188
chr1:227069746-227069765_PSEN2_-	PSEN2	264	272	518	1144
chr1:227071578-227071597_PSEN2_-	PSEN2	709	1144	1736	284
chr1:227073251-227073270_PSEN2_+	PSEN2	1732	1384	1545	3194
chr1:227075800-227075819_PSEN2_-	PSEN2	1220	1683	1105	2795
chr19:36237607-36237626_PSENEN_+	PSENEN	313	1563	976	848
chr19:36237672-36237691_PSENEN_-	PSENEN	1448	1117	702	669
chr19:36237744-36237763_PSENEN_-	PSENEN	1534	1215	1377	1581
chr19:36237745-36237764_PSENEN_-	PSENEN	848	1059	994	2757
chr19:43519474-43519493_PSG11_+	PSG11	785	1107	749	220
chr19:43228153-43228172_PSG3_-	PSG3	692	932	608	718
chr19:43698655-43698674_PSG4_-	PSG4	314	223	133	17
chr19:43683207-43683226_PSG5_+	PSG5	1721	1299	399	1355
chr9:15506619-15506638_PSIP1_-	PSIP1	335	372	321	94
chr9:15469951-15469970_PSIP1_-	PSIP1	1063	1006	1097	402
chr9:15469012-15469031_PSIP1_+	PSIP1	1485	1995	1536	2517
chr9:15466839-15466858_PSIP1_-	PSIP1	597	1137	860	717
chr16:67942754-67942773_PSKH1_+	PSKH1	1230	1187	723	526
chr16:67943036-67943055_PSKH1_+	PSKH1	1431	1047	1016	632
chr16:67961231-67961250_PSKH1_-	PSKH1	1124	870	980	1383
chr16:67961395-67961414_PSKH1_-	PSKH1	993	1562	1162	925
chr8:87081662-87081681_PSKH2_+	PSKH2	802	414	296	1577
chr8:87081710-87081729_PSKH2_-	PSKH2	457	461	256	86
chr8:87076319-87076338_PSKH2_-	PSKH2	2099	1868	1914	767
chr8:87060974-87060993_PSKH2_+	PSKH2	754	1080	681	766
chr11:14539484-14539503_PSMA1_-	PSMA1	298	674	1043	312
chr11:14535960-14535979_PSMA1_+	PSMA1	355	665	1097	44
chr11:14535966-14535985_PSMA1_+	PSMA1	234	481	948	449
chr11:14532420-14532439_PSMA1_-	PSMA1	137	395	873	656
chr7:42971746-42971765_PSMA2_-	PSMA2	25	205	909	48
chr7:42967035-42967054_PSMA2_+	PSMA2	143	191	332	576
chr7:42966203-42966222_PSMA2_+	PSMA2	101	278	321	351
chr7:42961500-42961519_PSMA2_-	PSMA2	7	121	701	116
chr14:58711638-58711657_PSMA3_+	PSMA3	141	281	802	255
chr14:58714518-58714537_PSMA3_+	PSMA3	91	465	913	21
chr14:58724639-58724658_PSMA3_+	PSMA3	631	415	769	70
chr14:58730442-58730461_PSMA3_-	PSMA3	181	715	1017	721
chr15:78834851-78834870_PSMA4_+	PSMA4	267	399	358	116
chr15:78836529-78836548_PSMA4_+	PSMA4	111	376	1777	303
chr15:78838008-78838027_PSMA4_+	PSMA4	222	491	605	170
chr15:78838050-78838069_PSMA4_+	PSMA4	75	176	473	386
chr1:109957861-109957880_PSMA5_-	PSMA5	14	58	463	7
chr1:109954773-109954792_PSMA5_-	PSMA5	263	475	1653	243
chr1:109953690-109953709_PSMA5_+	PSMA5	180	1022	882	350
chr1:109944686-109944705_PSMA5_+	PSMA5	308	461	1251	495
chr14:35761738-35761757_PSMA6_-	PSMA6	33	466	1180	17
chr14:35779961-35779980_PSMA6_-	PSMA6	1112	1058	1712	110
chr14:35780092-35780111_PSMA6_-	PSMA6	16	12	278	27
chr14:35782160-35782179_PSMA6_+	PSMA6	66	108	598	225
chr20:60718266-60718285_PSMA7_-	PSMA7	352	689	1911	745
chr20:60715904-60715923_PSMA7_-	PSMA7	733	1132	1147	690
chr20:60714875-60714894_PSMA7_-	PSMA7	0	0	0	0
chr20:60714135-60714154_PSMA7_+	PSMA7	74	188	455	103
chr18:23714010-23714029_PSMA8_+	PSMA8	1	6	468	95
chr18:23714027-23714046_PSMA8_-	PSMA8	1426	1462	1060	1197
chr18:23724620-23724639_PSMA8_-	PSMA8	995	1251	573	519
chr18:23738185-23738204_PSMA8_-	PSMA8	122	607	612	230
chr16:67970593-67970612_PSMB10_+	PSMB10	375	574	470	980
chr16:67970301-67970320_PSMB10_+	PSMB10	929	958	496	364
chr16:67969945-67969964_PSMB10_-	PSMB10	1705	1579	812	1997
chr16:67969468-67969487_PSMB10_+	PSMB10	337	434	592	1200
chr14:23511586-23511605_PSMB11_-	PSMB11	1975	1559	315	1817
chr14:23512004-23512023_PSMB11_-	PSMB11	903	742	603	604
chr14:23512025-23512044_PSMB11_+	PSMB11	1492	969	1167	1434
chr14:23512060-23512079_PSMB11_-	PSMB11	1193	1150	870	1656
chr6:170862244-170862263_PSMB1_+	PSMB1	249	357	1196	487
chr6:170862264-170862283_PSMB1_-	PSMB1	16	95	859	108
chr6:170852782-170852801_PSMB1_-	PSMB1	54	245	584	167
chr6:170844382-170844401_PSMB1_-	PSMB1	0	181	1302	73
chr1:36106985-36107004_PSMB2_+	PSMB2	172	206	1155	66
chr1:36096928-36096947_PSMB2_-	PSMB2	231	172	1232	24
chr1:36074880-36074899_PSMB2_+	PSMB2	210	321	742	212
chr1:36070863-36070882_PSMB2_-	PSMB2	10	236	808	351
chr17:36909464-36909483_PSMB3_-	PSMB3	374	829	768	622
chr17:36909533-36909552_PSMB3_-	PSMB3	175	212	969	198
chr17:36912142-36912161_PSMB3_-	PSMB3	420	995	856	1019
chr17:36916778-36916797_PSMB3_-	PSMB3	365	951	641	694
chr1:151372084-151372103_PSMB4_+	PSMB4	36	157	631	56
chr1:151372549-151372568_PSMB4_-	PSMB4	239	683	1019	79
chr1:151372986-151373005_PSMB4_-	PSMB4	32	158	717	12
chr1:151373246-151373265_PSMB4_-	PSMB4	86	114	911	141
chr14:23503981-23504000_PSMB5_-	PSMB5	1734	2079	1832	994
chr14:23504058-23504077_PSMB5_+	PSMB5	175	522	202	107
chr14:23502628-23502647_PSMB5_-	PSMB5	101	414	268	670
chr14:23495546-23495565_PSMB5_-	PSMB5	796	1078	594	2677
chr17:4699570-4699589_PSMB6_+	PSMB6	180	523	1051	1322
chr17:4701043-4701062_PSMB6_+	PSMB6	1056	1347	1129	933
chr17:4701419-4701438_PSMB6_-	PSMB6	1078	2162	1359	1261
chr17:4701709-4701728_PSMB6_-	PSMB6	143	232	1487	356
chr9:127177135-127177154_PSMB7_-	PSMB7	9	170	1266	54
chr9:127176247-127176266_PSMB7_-	PSMB7	489	410	270	78
chr9:127174693-127174712_PSMB7_+	PSMB7	198	229	465	0
chr9:127167599-127167618_PSMB7_-	PSMB7	20	39	1131	51
chr6:32811725-32811744_PSMB8_+	PSMB8	1276	1633	872	1240
chr6:32810717-32810736_PSMB8_+	PSMB8	2131	1832	1643	2475
chr6:32809940-32809959_PSMB8_+	PSMB8	2347	2651	1556	2915
chr6:32809432-32809451_PSMB8_+	PSMB8	2786	2595	1257	566
chr6:32822045-32822064_PSMB9_+	PSMB9	145	217	370	25
chr6:32823911-32823930_PSMB9_+	PSMB9	760	840	775	1767
chr6:32825135-32825154_PSMB9_-	PSMB9	1247	848	551	725
chr6:32825882-32825901_PSMB9_+	PSMB9	1582	872	889	541
chr14:90726552-90726571_PSMC1_-	PSMC1	157	356	1014	388
chr14:90730188-90730207_PSMC1_-	PSMC1	1700	1087	1367	1455
chr14:90730381-90730400_PSMC1_+	PSMC1	62	275	1406	447
chr14:90731501-90731520_PSMC1_-	PSMC1	1445	1200	611	561
chr7:102988207-102988226_PSMC2_+	PSMC2	1191	1561	1298	819
chr7:102995313-102995332_PSMC2_+	PSMC2	567	947	1042	714
chr7:103002488-103002507_PSMC2_-	PSMC2	904	1370	599	784
chr7:103004658-103004677_PSMC2_+	PSMC2	625	558	877	3
chr17:40729680-40729699_PSMC3IP_-	PSMC3IP	610	1051	956	1511
chr17:40729557-40729576_PSMC3IP_+	PSMC3IP	243	208	600	263
chr17:40726123-40726142_PSMC3IP_-	PSMC3IP	1023	1161	1283	599
chr17:40725355-40725374_PSMC3IP_-	PSMC3IP	370	852	839	668
chr11:47447758-47447777_PSMC3_-	PSMC3	0	123	254	244
chr11:47447462-47447481_PSMC3_-	PSMC3	35	186	92	0
chr11:47446681-47446700_PSMC3_+	PSMC3	67	86	709	12
chr11:47446232-47446251_PSMC3_-	PSMC3	62	141	717	315
chr19:40477112-40477131_PSMC4_+	PSMC4	319	413	1064	374
chr19:40478380-40478399_PSMC4_+	PSMC4	895	815	1141	457
chr19:40480312-40480331_PSMC4_-	PSMC4	313	409	426	823
chr19:40480698-40480717_PSMC4_+	PSMC4	180	431	488	363
chr17:61907246-61907265_PSMC5_+	PSMC5	92	563	178	0
chr17:61907630-61907649_PSMC5_+	PSMC5	5	183	326	329
chr17:61908218-61908237_PSMC5_-	PSMC5	450	597	2268	327
chr17:61908458-61908477_PSMC5_+	PSMC5	440	549	547	378
chr14:53173986-53174005_PSMC6_+	PSMC6	71	500	501	606
chr14:53178221-53178240_PSMC6_+	PSMC6	138	386	471	23
chr14:53185735-53185754_PSMC6_+	PSMC6	0	149	755	50
chr14:53190691-53190710_PSMC6_+	PSMC6	78	182	572	196
chrX:107334745-107334764_PSMD10_-	PSMD10	0	0	0	0
chrX:107331295-107331314_PSMD10_+	PSMD10	98	394	352	728
chrX:107330931-107330950_PSMD10_-	PSMD10	258	435	160	37
chrX:107330998-107331017_PSMD10_-	PSMD10	1012	1790	1571	1194
chr17:30771529-30771548_PSMD11_+	PSMD11	122	456	1331	90
chr17:30774043-30774062_PSMD11_+	PSMD11	1477	1009	929	2915
chr17:30781613-30781632_PSMD11_+	PSMD11	622	707	630	212
chr17:30796155-30796174_PSMD11_-	PSMD11	825	866	670	141
chr17:65362569-65362588_PSMD12_-	PSMD12	263	201	416	144
chr17:65346352-65346371_PSMD12_-	PSMD12	4	130	240	145
chr17:65343317-65343336_PSMD12_-	PSMD12	182	222	293	45
chr17:65337075-65337094_PSMD12_-	PSMD12	114	275	612	346
chr11:237121-237140_PSMD13_-	PSMD13	2	3	9	0
chr11:239038-239057_PSMD13_+	PSMD13	1478	1769	1804	498
chr11:247315-247334_PSMD13_-	PSMD13	691	1113	928	1311
chr11:248786-248805_PSMD13_+	PSMD13	206	661	1107	35
chr2:162175343-162175362_PSMD14_+	PSMD14	241	822	968	1280
chr2:162227719-162227738_PSMD14_-	PSMD14	43	103	975	157
chr2:162227720-162227739_PSMD14_-	PSMD14	1347	1097	723	3381
chr2:162227779-162227798_PSMD14_+	PSMD14	256	304	674	240
chr2:231921730-231921749_PSMD1_+	PSMD1	275	322	450	550
chr2:231936959-231936978_PSMD1_+	PSMD1	179	331	471	116
chr2:231944881-231944900_PSMD1_+	PSMD1	244	407	508	191
chr2:231948297-231948316_PSMD1_-	PSMD1	1240	1532	1309	1312
chr3:184017126-184017145_PSMD2_+	PSMD2	172	569	684	263
chr3:184018093-184018112_PSMD2_+	PSMD2	178	426	516	496
chr3:184019393-184019412_PSMD2_+	PSMD2	318	712	547	335
chr3:184020211-184020230_PSMD2_-	PSMD2	560	940	1043	847
chr17:38137263-38137282_PSMD3_+	PSMD3	41	165	372	58
chr17:38140572-38140591_PSMD3_+	PSMD3	262	403	791	133
chr17:38142896-38142915_PSMD3_-	PSMD3	354	783	466	500
chr17:38144967-38144986_PSMD3_+	PSMD3	502	692	1069	63
chr1:151227258-151227277_PSMD4_+	PSMD4	26	151	604	19
chr1:151236444-151236463_PSMD4_+	PSMD4	393	479	601	220
chr1:151237957-151237976_PSMD4_-	PSMD4	219	307	807	472
chr1:151238485-151238504_PSMD4_-	PSMD4	47	147	199	39
chr9:123605031-123605050_PSMD5_+	PSMD5	1630	1358	440	585
chr9:123605051-123605070_PSMD5_-	PSMD5	1118	849	582	772
chr9:123595685-123595704_PSMD5_-	PSMD5	1510	1097	616	1199
chr9:123583155-123583174_PSMD5_+	PSMD5	346	386	755	599
chr3:64009077-64009096_PSMD6_-	PSMD6	495	401	553	714
chr3:64008026-64008045_PSMD6_-	PSMD6	164	468	904	405
chr3:64005049-64005068_PSMD6_+	PSMD6	473	960	1307	241
chr3:63999143-63999162_PSMD6_+	PSMD6	4703	6009	5371	4920
chr16:74336154-74336173_PSMD7_+	PSMD7	240	319	244	257
chr16:74339187-74339206_PSMD7_+	PSMD7	704	561	724	202
chr16:74339409-74339428_PSMD7_+	PSMD7	89	269	738	115
chr16:74339447-74339466_PSMD7_-	PSMD7	546	818	1128	421
chr19:38865332-38865351_PSMD8_-	PSMD8	1058	913	752	505
chr19:38869976-38869995_PSMD8_+	PSMD8	306	586	1103	100
chr19:38871592-38871611_PSMD8_-	PSMD8	221	454	380	1475
chr19:38872816-38872835_PSMD8_-	PSMD8	173	220	859	642
chr12:122326783-122326802_PSMD9_+	PSMD9	1001	896	813	2013
chr12:122332695-122332714_PSMD9_-	PSMD9	1164	1704	874	262
chr12:122337619-122337638_PSMD9_+	PSMD9	965	909	590	646
chr12:122340992-122341011_PSMD9_+	PSMD9	620	823	1321	1258
chr14:24605489-24605508_PSME1_+	PSME1	1912	2005	1467	2623
chr14:24606205-24606224_PSME1_+	PSME1	87	128	122	294
chr14:24606575-24606594_PSME1_-	PSME1	2173	1847	883	1075
chr14:24607605-24607624_PSME1_-	PSME1	1068	1532	972	1409
chr14:24615401-24615420_PSME2_+	PSME2	507	598	994	634
chr14:24614978-24614997_PSME2_-	PSME2	1418	1133	650	888
chr14:24614659-24614678_PSME2_-	PSME2	741	1059	894	1443
chr14:24614355-24614374_PSME2_-	PSME2	1534	1261	997	3871
chr17:40986372-40986391_PSME3_+	PSME3	561	1227	1523	1465
chr17:40989693-40989712_PSME3_+	PSME3	147	385	348	852
chr17:40990116-40990135_PSME3_-	PSME3	95	311	224	482
chr17:40991364-40991383_PSME3_-	PSME3	141	190	102	297
chr2:54175579-54175598_PSME4_-	PSME4	1077	1093	227	899
chr2:54167076-54167095_PSME4_+	PSME4	681	1154	1167	1847
chr2:54164638-54164657_PSME4_+	PSME4	906	1209	962	1853
chr2:54163226-54163245_PSME4_-	PSME4	739	777	612	659
chr20:1099401-1099420_PSMF1_+	PSMF1	240	658	593	504
chr20:1106245-1106264_PSMF1_+	PSMF1	617	903	1333	686
chr20:1115886-1115905_PSMF1_-	PSMF1	124	419	590	684
chr20:1144966-1144985_PSMF1_-	PSMF1	1399	1882	2244	1030
chr21:40555290-40555309_PSMG1_-	PSMG1	24	238	341	329
chr21:40552194-40552213_PSMG1_+	PSMG1	233	1106	1255	810
chr21:40552252-40552271_PSMG1_-	PSMG1	522	1211	691	1431
chr21:40551862-40551881_PSMG1_-	PSMG1	1136	1778	1873	267
chr18:12703101-12703120_PSMG2_+	PSMG2	120	646	805	488
chr18:12703156-12703175_PSMG2_-	PSMG2	35	396	1245	60
chr18:12712715-12712734_PSMG2_-	PSMG2	813	1162	868	1617
chr18:12725486-12725505_PSMG2_+	PSMG2	1137	1218	1194	978
chr7:1608892-1608911_PSMG3_+	PSMG3	336	316	1089	68
chr7:1608933-1608952_PSMG3_-	PSMG3	117	224	638	1328
chr7:1608936-1608955_PSMG3_-	PSMG3	152	324	223	18
chr7:1607408-1607427_PSMG3_-	PSMG3	582	1007	1056	815
chr6:3259354-3259373_PSMG4_+	PSMG4	166	2210	1876	1820
chr6:3263944-3263963_PSMG4_-	PSMG4	257	899	1773	923
chr6:3263972-3263991_PSMG4_+	PSMG4	1231	1550	904	1239
chr6:3263986-3264005_PSMG4_-	PSMG4	313	364	293	269
chr6:31107430-31107449_PSORS1C1_+	PSORS1C1	1038	1399	1175	655
chr6:31107538-31107557_PSORS1C1_+	PSORS1C1	2795	1586	1817	1636
chr6:31107608-31107627_PSORS1C1_-	PSORS1C1	1279	1323	808	748
chr6:31107612-31107631_PSORS1C1_-	PSORS1C1	496	667	191	220
chr6:31105772-31105791_PSORS1C2_-	PSORS1C2	797	1179	674	605
chr6:31105773-31105792_PSORS1C2_+	PSORS1C2	601	811	566	360
chr6:31105861-31105880_PSORS1C2_+	PSORS1C2	1110	771	684	760
chr6:31105943-31105962_PSORS1C2_+	PSORS1C2	504	553	851	191
chr13:20356615-20356634_PSPC1_-	PSPC1	584	739	973	1015
chr13:20346598-20346617_PSPC1_+	PSPC1	300	542	582	347
chr13:20304407-20304426_PSPC1_-	PSPC1	204	248	551	75
chr13:20279804-20279823_PSPC1_-	PSPC1	358	413	520	104
chr7:56087282-56087301_PSPH_+	PSPH	1436	1143	652	1432
chr7:56087283-56087302_PSPH_+	PSPH	1876	1795	1957	1794
chr7:56082699-56082718_PSPH_+	PSPH	2399	1315	743	731
chr7:56079503-56079522_PSPH_-	PSPH	935	973	728	243
chr19:6375727-6375746_PSPN_-	PSPN	393	949	600	847
chr19:6375744-6375763_PSPN_+	PSPN	796	847	1356	413
chr19:6375553-6375572_PSPN_-	PSPN	1517	1143	584	1124
chr19:6375583-6375602_PSPN_+	PSPN	673	764	630	1198
chr1:109824458-109824477_PSRC1_-	PSRC1	682	466	182	313
chr1:109823845-109823864_PSRC1_+	PSRC1	1962	1697	1144	1252
chr1:109823479-109823498_PSRC1_+	PSRC1	218	370	549	213
chr1:109823028-109823047_PSRC1_+	PSRC1	1364	1764	1480	989
chr10:124740055-124740074_PSTK_-	PSTK	40	344	343	228
chr10:124742509-124742528_PSTK_+	PSTK	424	1171	812	389
chr10:124746425-124746444_PSTK_+	PSTK	143	584	784	357
chr10:124746993-124747012_PSTK_+	PSTK	1364	1351	1429	1023
chr15:77310828-77310847_PSTPIP1_+	PSTPIP1	160	755	690	358
chr15:77317885-77317904_PSTPIP1_-	PSTPIP1	2591	2021	1242	1475
chr15:77320231-77320250_PSTPIP1_+	PSTPIP1	1115	1002	445	454
chr15:77320950-77320969_PSTPIP1_-	PSTPIP1	298	364	264	12
chr18:43619972-43619991_PSTPIP2_+	PSTPIP2	464	505	944	552
chr18:43579461-43579480_PSTPIP2_-	PSTPIP2	1193	2167	1005	1326
chr18:43577765-43577784_PSTPIP2_-	PSTPIP2	2150	1856	1141	721
chr18:43577773-43577792_PSTPIP2_-	PSTPIP2	310	570	544	687
chr1:28476770-28476789_PTAFR_+	PTAFR	1036	1198	1134	1482
chr1:28477098-28477117_PTAFR_+	PTAFR	286	930	1024	984
chr1:28477332-28477351_PTAFR_+	PTAFR	1809	2038	1926	2028
chr1:28477494-28477513_PTAFR_+	PTAFR	2937	1582	1108	1358
chr9:72374783-72374802_PTAR1_-	PTAR1	456	1090	792	600
